Number of hit	Text ID	Context before	Query item	Context after
10102	10107211	goal , we will first focus on the synthesis of	novel	heterobivalent molecules which target the D1 - D2 heterodimer .
10103	10107211	develop a selective D1 - D2 heterodimer agonist as a	novel	potential therapy for cocaine addiction . Project Summary Traumatic brain
10104	10084615	outcomes of HBV treatment in terms of reduced standard and	novel	viral biomarkers , stabilization and regression of liver fibrosis ,
10105	10084615	reduced incidence of HCC . In parallel , using a	novel	albumin adductomics approach , we will investigate changes in oxidative
10106	10084615	we will investigate changes in oxidative stress pathways and identify	novel	biomarkers relevant for both HBV and HIV infections . For
10107	10084615	be to inform treatment and screening approaches and potentially identify	novel	biomarkers for guiding HBV management and HCC prevention . Hepatocellular
10108	10082687	intermittent incentives until the behavior becomes a routine is a	novel	approach that has the potential to be a game changer
10109	10082701	oxidative host airway and systemic response . We will apply	novel	approaches through molecular markers assessed with albumin adductome mass spectrometry
10110	10084692	diagnosed KS as well as a well - conceived and	novel	? test negative ? control group . Findings will inform
10111	10084692	pathogenesis of KS in the ART era ; and evaluate	novel	strategies for KS diagnosis and linkage of patients newly diagnosed
10112	10085940	possible , to understand their pathogenesis , and to develop	novel	diagnostic and therapeutic approaches . To realize this mission ,
10113	10085941	possible , to understand their pathogenesis , and to develop	novel	diagnostic and therapeutic approaches by providing oversight and management of
10114	10085942	and expand on the services using a new administrative and	novel	core structure that will allow us to leverage our strengths
10115	10085943	neurocircuitry signatures of the momentary disease stage and severity using	novel	pre-pulse inhibition paradigm , pupillometry , and evoked potentials .
10116	10085946	observed in many IDDs . We offer use of our	novel	human ? brain state and cognition ? testing suite ,
10117	10085947	, technical issues , trouble - shooting and development of	novel	assays as preclinical outcome measures . The Human Phenotyping and
10118	10085947	innovative approaches provided by the human phenotyping sub-core includes a	novel	computer vision - based technique for quantifying dynamics of facial
10119	10085947	batteries , which may involve the creation or utilization of	novel	approaches . They can also access training and / or
10120	10120881	to develop , optimize , and translate to the clinic	novel	affinity columns for normalizing the levels of inorganic phosphate from
10121	10120881	by pursuing the following Specific Aims : 1 ) Develop	novel	metal complexes for the selective sequestration of phosphate from serum
10122	10099811	ligase that attaches Ufm1 to Ufbp1 . We published a	novel	role of Ufbp1 in development and function of ASCs .
10123	10099811	of the proposed study will provide an understanding of a	novel	molecular mechanism underlying Ufbp1 -mediated promotion of antibody response and
10124	10086526	the research workforce , this renewal includes an innovative ,	novel	year - long Post - baccalaureate Research Education Program (
10125	10086526	are traditionally underrepresented in biomedical research . An additional ,	novel	goal of this TL1 is to pioneer the development of
10126	10086545	a new core in collaboration with ORNL that leverages their	novel	technologies to address environmental determinants of health risk in the
10127	10086550	nearby CTSA Hubs and to continue to design and evaluate	novel	training experiences to then be shared with the national CTSA
10128	10086550	and expansion of workshops , courses , mentored experiences and	novel	training methods for our scholars and for those not yet
10129	10101835	lifespan . The successful completion of this proposal will produce	novel	insights regarding the impact of aberrant sex- specific developmental mechanisms
10130	10102560	for bioinformatics and data integration . We expect to provide	novel	insights into immune perturbations that will help in strategizing vaccine
10131	10127383	pain diagnoses when employed . Dr. Kaur hypothesizes that the	novel	application in this population of a validated pain screen ,
10132	10127383	pain using the standard UNIP versus the UNIP with the	novel	application of a validated pain screen . Aim 2 will
10133	10134473	These experimental approaches will be supported by the development of	novel	, robust , and effective mathematical and computational approaches based
10134	10134488	sequencing technology , super high resolution imaging modalities , and	novel	cancer model systems . This combination of expertise and resources
10135	10166221	high -content screens using overexpression and RNA interference have uncovered	novel	genes involved in complex phenotypes , including mitosis , synaptogenesis
10136	10166226	AC and pressure - support modes of ventilation . Using	novel	sensing , control and actuation technology , developed by our
10137	10114676	, weeks , and months . The results will provide	novel	and essential information to the field of suicidology by advancing
10138	10119590	parent award in multiple aspects : ( 1 ) developing	novel	and advanced data analytic methods for mining RWD in EHR
10139	10121964	of this proposal is to examine the ability of two	novel	drugs to prevent brain damage and memory loss in an
10140	10167348	the Learning Health System . We will develop and disseminate	novel	educational materials and methods . We will create a translational
10141	10167348	research to clinical applications . We will develop and disseminate	novel	educational materials , investigator support , and methods . We
10142	10130915	are enormous . There is a tremendous need to investigate	novel	treatment targets . Recently , there has been increased interest
10143	10130915	opioid - induced neuroimmune responses among healthy volunteers using a	novel	human laboratory paradigm . In Aim 2 , we combine
10144	10130915	the role of the neuroimmune system in OUD may motivate	novel	treatment strategies and improve relapse rates . The University of
10145	10162818	this challenge , our group has developed an efficient and	novel	strategy to inactivate the glucocorticoid receptor ( GR ) in
10146	10124083	However , it is unknown to what extent existing and	novel	epigenetic biomarkers can capture the true biological age of the
